nameseq,k1,k2,k3,k4,k5,label
MT764837.1,1.9717359597757718,3.915239408276104,5.824672314995409,7.655122245320585,9.249890047133709,mRNA
JR594818.1,1.9671952518826656,3.8857966454313173,5.578434062066639,6.847755841043529,7.418030194172472,mRNA
JR594399.1,1.9041085082607012,3.7407810730568514,5.328774342277819,6.508067036792359,7.164063079345801,mRNA
JR594617.1,1.968093981050507,3.9178426224669622,5.6837574039477285,6.885012391353384,7.441616020871141,mRNA
JR591095.1,1.9780813177388006,3.891792149301654,5.618019034039621,6.8766852197317565,7.473392294930627,mRNA
JR592502.1,1.9309018696785234,3.814104999355349,5.493909926499941,6.722869958102439,7.420980658984218,mRNA
KF285334.1,1.97975762860465,3.942313580294252,5.810539196317728,7.323687300629394,8.021118605454543,mRNA
JR592884.1,1.987138900112682,3.9495105462685767,5.820246683174208,7.436752010173463,8.34656301813179,mRNA
JR592079.1,1.9903953272268295,3.952192702884467,5.832635852170118,7.5589007981356096,8.812109777298776,mRNA
HM027568.1,1.966702665303854,3.8992916925589145,5.702438776993038,7.180451049187152,7.970253578312971,mRNA
JR595073.1,1.9837795692597524,3.9255077454378955,5.686899869438985,6.987591151463928,7.649706084627485,mRNA
FN859558.1,1.9204819054679076,3.808618775815316,5.612954519621985,7.210748780106925,8.351187070726363,mRNA
JR592173.1,1.995811304303274,3.9462866723483567,5.7282706302404645,7.060855058777831,7.659762640997159,mRNA
AY232316.1,1.9448040346234001,3.854025068418203,5.668259061765841,7.064975449138651,7.897977932046441,mRNA
JR594685.1,1.966040155653886,3.8959108528878583,5.684823086241666,7.118662712747833,7.945376706402729,mRNA
AY533111.1,1.8518584064834183,3.6459293667722203,5.348594499341326,6.794977619208334,7.802162559426794,mRNA
JR592013.1,1.9984150385520434,3.9777064000792017,5.904880024041236,7.679206757640863,8.918458391447578,mRNA
JR593864.1,1.975098007528552,3.9130402380567104,5.727329411208139,7.123871210864214,7.909648018608993,mRNA
AF290590.1,1.9785260169854355,3.913184863201701,5.807466586733501,7.592954935658292,8.999392059698305,mRNA
GQ442416.1,1.9729793841616678,3.9272557502712973,5.760097971142925,7.265076843144277,7.976954764405257,mRNA
JR593942.1,1.9451496210266803,3.854221836721227,5.647991152005632,7.119973682199934,8.034415090480953,mRNA
FJ436230.1,1.9618552874975628,3.8826212239241897,5.692750631233134,7.174986901143439,8.002314232921133,mRNA
JR594916.1,1.9703140698755608,3.8917342306090563,5.548667959427873,6.778075142135029,7.353877732391965,mRNA
JN086937.1,1.9376016268471554,3.8421337625861645,5.595592443895708,6.873793713115964,7.492815651036343,mRNA
AY231491.1,1.9946333843462267,3.9346266481546985,5.7626097688453575,7.193520944483541,7.972281337619197,mRNA
U87394.1,1.9806271373255506,3.9362454579655655,5.8585408599476025,7.670061767667127,9.079287557785612,mRNA
JR592978.1,1.9791444764750574,3.9169296073905486,5.782497978753993,7.470373431617797,8.651260386451183,mRNA
JR591793.1,1.9978373523254271,3.9738453912665044,5.90234395025703,7.649006007193501,8.842577776092854,mRNA
JR594915.1,1.9700940768412796,3.8519296009106085,5.5339183360391155,6.757589331283362,7.454753569680758,mRNA
KY214395.1,1.9228798112118817,3.764591214100193,5.497508714531156,7.08110072942158,8.278090156469897,mRNA
JR595371.1,1.949435922827337,3.873241003651168,5.596399529410499,6.922195069597405,7.490569638289868,mRNA
JR591522.1,1.9614218310085865,3.8737922745520534,5.699367722312055,7.28821793342011,8.256280890361166,mRNA
JR593923.1,1.9823322348030146,3.8817573134739174,5.635158811102675,6.956380967528701,7.718653490190867,mRNA
GQ441657.1,1.9751478172650945,3.9227597425674987,5.760983901794876,7.210709181968434,7.928433454833365,mRNA
JR594183.1,1.9931965577912027,3.927138175729992,5.7716292983165225,7.315202583841646,8.209177135573237,mRNA
LT909132.1,1.9642299200283917,3.85607982425533,5.586870541925125,6.8589495023852445,7.452794932565155,mRNA
LT883623.1,1.9681277136877546,3.913197992021523,5.832896559863013,7.691359242396546,9.28870740971912,mRNA
JR594901.1,1.9872250640756504,3.9506169940598985,5.841176944387862,7.542992623577781,8.647610863784788,mRNA
FN859886.1,1.966397735931132,3.9061146887676914,5.772420597583955,7.459085289638996,8.635084969975667,mRNA
JR590721.1,1.985219569560004,3.9214292149276497,5.774883650190275,7.181293864507382,7.952235604983069,mRNA
JR595240.1,1.9814670229214468,3.8986179809055086,5.663116468762993,6.97003520035627,7.675068009194037,mRNA
AJ277090.1,1.937692855996291,3.7155890537694125,5.155930231146868,6.079000586942275,6.519597621365641,mRNA
LT908764.1,1.9391171768114865,3.805054976571704,5.398180521597491,6.561751001225358,7.011742367099197,mRNA
JR594917.1,1.9869957389414499,3.931717894190438,5.7349038747940995,7.146592328915893,7.877812236562313,mRNA
JN648870.1,1.9695145200433704,3.890782115315739,5.6481290513929485,7.122143269811462,7.947274776414575,mRNA
AJ459393.1,1.9914476277765936,3.9443965119368083,5.762989193980066,7.431963366950346,8.608157895725554,mRNA
JR594259.1,1.9758094526591727,3.935754196710949,5.822540225699261,7.349645637123264,8.08384945123146,mRNA
JR591630.1,1.9886220841607698,3.938343581409524,5.729256134277807,7.1205312953919355,7.851266642330058,mRNA
HF565538.1,1.9925009874685204,3.9418504456516357,5.771901402005093,7.25384440991635,8.016326478658456,mRNA
JR595152.1,1.9692143978869037,3.8537516820819433,5.618411377063641,6.9281125599976745,7.615543053371465,mRNA
FN859925.1,1.9751490253272461,3.8970235019414847,5.701019560725676,7.322576300554178,8.43043059155076,mRNA
LT844556.1,1.9999377755020746,3.9867859060501267,5.944905848662161,7.855513035867749,9.575540321966745,mRNA
GQ915210.1,1.8982776431664914,3.729624249176335,5.481105743828146,7.049883685261691,8.203178291108582,mRNA
AB121135.1,1.9884123780755465,3.945814733326766,5.79203005117184,7.335276272485369,8.244234540417315,mRNA
AY180980.1,1.980576802521477,3.9344129539151615,5.793003691867364,7.245850013750151,7.951368373216216,mRNA
JR591169.1,1.9741078110694983,3.9120220860907553,5.760134682062732,7.37812292170719,8.415030387277657,mRNA
JR591851.1,1.9716674169902184,3.877469228988465,5.6157387064819995,6.8780952447169454,7.482428464349213,mRNA
JR593111.1,1.988927444590047,3.885608078626677,5.676916328392079,6.9356167172315075,7.592202610746496,mRNA
JR594992.1,1.9256115579508921,3.802499164930052,5.5476095621998684,6.824308995568829,7.510700608613626,mRNA
HE608727.1,1.913815708700598,3.784506743956555,5.4094634261654315,6.531098285323342,7.0790353367573235,mRNA
GU192859.1,1.968659208000711,3.886189994897127,5.675092079950171,7.153510168893114,7.936111307893818,mRNA
JR593139.1,1.974280081864388,3.930240906080276,5.776500436052441,7.38650096965229,8.47960021835858,mRNA
FR822663.1,1.963946574296841,3.8586969839363783,5.650652796708454,7.211102960283411,8.145496470741596,mRNA
JR592561.1,1.9821327807050428,3.898104896349575,5.663802337412645,6.874761658988693,7.3850900588006985,mRNA
X16313.1,1.9950598617729614,3.9659422739773658,5.866587353747701,7.480234879900429,8.418240644256372,mRNA
KT366022.1,1.9795626472589447,3.922169475756813,5.788996982777443,7.568722721642839,9.034573781679077,mRNA
JR591070.1,1.9974606249834674,3.967353438057449,5.754979259713556,7.179947285711082,7.9061202117703315,mRNA
X52723.1,1.9763735688989095,3.888966042118172,5.6906277925188755,7.213160150742516,8.147352285889019,mRNA
LT221400.1,1.9668291386205299,3.8907978572086708,5.6462585672788785,7.075126676302554,7.8709788370004725,mRNA
JR592692.1,1.942459637431953,3.829671169095529,5.576075719311207,7.063165757972239,8.067648275200357,mRNA
EF185110.1,1.985649443692537,3.9495319728942633,5.511007260428333,6.379415982655379,6.851207246601884,mRNA
GU192470.1,1.9845017508406353,3.9355452458645117,5.783392142793915,7.298078788753535,8.038887809344855,mRNA
JR594152.1,1.9721412801219023,3.885021320966725,5.641707299365577,6.93460581583852,7.4165197727572485,mRNA
JR595082.1,1.9596660567628081,3.839530772578777,5.5517081307201686,6.721061616311618,7.33890900828621,mRNA
JR594120.1,1.9542336615829923,3.868592468560519,5.603599724236618,6.9798256082018515,7.689966755410889,mRNA
AB373746.1,1.930208824458986,3.7728104409558854,5.460390593495322,6.86426548282926,7.673096814190774,mRNA
GQ915260.1,1.9459756414217066,3.8163506535930876,5.641771520386424,7.2620154869043105,8.439751966324891,mRNA
HQ247887.1,1.9856833830503509,3.9505803363788083,5.851643359173377,7.489916060174966,8.376610249496762,mRNA
JR592439.1,1.945804578552669,3.83400589899282,5.676565352682399,7.237092788798252,8.149968182961533,mRNA
LC041778.1,1.937030145990185,3.8391802215551154,5.64883205847134,7.178171823011833,8.244038011439503,mRNA
AY181012.1,1.9953856880203293,3.958391405402129,5.831009264766333,7.2752011711709175,7.9931943020221805,mRNA
JR593466.1,1.981822982870924,3.8993096989574827,5.7266208776313015,7.152869970915293,7.878536458691465,mRNA
JR593500.1,1.9791228625330644,3.9076851663099563,5.676125002581296,7.046985369012585,7.757324795698363,mRNA
FR872136.1,1.991922735398991,3.9668708651650064,5.839120436950354,7.383331469618716,8.18763686990459,mRNA
JR591262.1,1.998900718705436,3.966859967096653,5.8118244770206084,7.165340034216326,7.814975362543879,mRNA
MH684745.1,1.9817839132161175,3.928713873726786,5.829231963305325,7.543615709573654,8.569362020959915,mRNA
AB208385.1,1.925050269440876,3.8008815648580727,5.563975131040422,7.008583789614975,7.913890530877958,mRNA
GQ442421.1,1.9795491429171586,3.9255859288677666,5.718576759322097,7.144704967235021,7.8817986740845045,mRNA
GQ369438.1,1.944939147882341,3.85923796216614,5.6713993330741435,7.328383978950662,8.641687540662708,mRNA
KJ967538.1,1.9935757941079382,3.9719186627783896,5.806696142646218,7.256405951119307,7.959938332860476,mRNA
JF297333.1,1.9694257524818979,3.905469625878346,5.733655296255067,7.226023062938678,7.9171430745801965,mRNA
AY181017.1,1.9624858431212666,3.8968587707454785,5.643956602151943,7.020819564921191,7.736167831407155,mRNA
MT670404.1,1.974479102948599,3.932593303417738,5.843248044946708,7.644200046373505,9.022863594938013,mRNA
JR593752.1,1.9869366735794503,3.8843361968754175,5.581831243945672,6.7441879850728474,7.367491863963913,mRNA
JR594328.1,1.994627632257086,3.9146076427358265,5.723409886704899,7.178706941203727,7.914691087038277,mRNA
LC488694.1,1.972965728378668,3.9150142866528865,5.7356509244501055,7.101942392131879,7.705175880886176,mRNA
LC041873.1,1.9770404652400355,3.9122050996253868,5.7150653693901035,7.2929714554546585,8.368197848162414,mRNA
AB510950.1,1.9411703906805409,3.8278548345147274,5.572735604089455,6.941965691870202,7.605675976082594,mRNA
JR592234.1,1.9591680299103027,3.8617859407086814,5.604586133422938,6.97329855373892,7.700835628683513,mRNA
AY181003.1,1.9840746951294856,3.9438711130309456,5.795747594275044,7.254352752954362,7.98933946456758,mRNA
JR592951.1,1.9915485888161535,3.8977408242621276,5.696614317388894,7.076495840156249,7.655791223070817,mRNA
JR593614.1,1.9661074613233158,3.8579608755645918,5.629349091705876,6.980194667772676,7.752960828304818,mRNA
FJ436225.1,1.996913523364754,3.967322206411717,5.844637765098655,7.4046958366874485,8.137167911267037,mRNA
nameseq,k1,k2,k3,k4,k5,label
URS00006267D0/Sphingomonas,1.9063185616180998,3.6895685373080838,5.065146118619583,5.986859554513293,6.323067982273669,pre_miRNA
URS000062767A/Oceanicaulis,1.972001123071557,3.763482492855787,5.283027127429594,6.117466732726765,6.5238317164826185,pre_miRNA
URS0000628C6D/Streptomyces,1.8663603190798261,3.568891117754056,4.80688381411707,5.45560328126321,5.775641766914063,pre_miRNA
URS0000641C54/Sphingomonas,1.8950256698812185,3.5747379567389888,4.974610940143776,5.850932689530376,6.194576568527848,pre_miRNA
URS000064442F/Orientia,1.8836141552209593,3.729307048215905,5.444617666751102,6.6851707262549365,7.3187011907648145,pre_miRNA
URS0000644F33/Deinococcus,1.6500417744483682,3.0681793300876357,4.204827608309817,4.896820539042672,5.333241498888144,pre_miRNA
URS0000659E8A/Sphingomonas,1.8749291987202372,3.5536965955648463,4.899778283633509,5.758272344241082,6.241209564709832,pre_miRNA
URS000065AB21/Spirosoma,1.9584978596535234,3.787239621713533,5.3508932907395454,6.208966082694615,6.560181632115883,pre_miRNA
URS0000664CD3/Spirosoma,1.980597440991727,3.801126837779657,5.297718438577403,6.126752617141166,6.501505360223562,pre_miRNA
URS000066A14B/Spirosoma,1.9787603871519088,3.7053692674510805,5.179980015474614,5.911989537508212,6.266036398440457,pre_miRNA
URS0000671A39/Sphingomonas,1.8533873434053612,3.588547666047063,5.143355649021106,6.0950831585681575,6.553380843808108,pre_miRNA
URS0000678D93/Amycolatopsis,1.7782364069074863,3.415041623556069,4.60662687937299,5.471354487013932,5.942021690438196,pre_miRNA
URS0000626327/Pseudomonas,1.920776850789301,3.781454244090827,5.271525070581658,5.949293242973566,6.244685053784766,pre_miRNA
URS00006F9B91/Streptomyces,1.9820809892894808,3.6492553971684996,4.814515083113467,5.405141986394978,5.644207777284676,pre_miRNA
URS000068AB10/Sphingomonas,1.850581972418579,3.568593909988492,5.047922156945623,6.09566054882117,6.561864565285163,pre_miRNA
URS00006905AC/Sphingomonas,1.81092239142937,3.34995965809191,4.776372925759742,5.806339205352699,6.383856189774738,pre_miRNA
URS0000693689/Sphingomonas,1.8563282744604859,3.5088763329556425,4.988711745462722,5.9797033143064295,6.376307314753103,pre_miRNA
URS0000694075/Isoptericola,1.8233267966739835,3.4773818630203905,4.739927578836447,5.601893984232555,6.021928094887359,pre_miRNA
URS00006AAA9E/[Cellvibrio],1.8358567438937174,3.572659459370896,5.0022921121225545,5.68542019046704,6.020264176439766,pre_miRNA
URS00006C0954/Desulfovibrio,1.8083798692960271,3.4917406694529367,4.911977950547762,5.850282031835944,6.2671725819923845,pre_miRNA
URS00006C2D07/Sphingomonas,1.8987428295114666,3.6949145417628935,5.158750561782337,6.057181346852249,6.432915566888776,pre_miRNA
URS00006C424C/Janibacter,1.9932723150027822,3.7942893706388854,5.2397635917101475,5.99162887726327,6.216664000133957,pre_miRNA
URS0000ABE4C9/Alicyclobacillus,1.95103836952212,3.5727652522052344,4.479771633837222,5.178906193215368,5.747648064912953,pre_miRNA
URS00006CE428/Ktedonobacter,1.987874885448065,3.7995951611035603,5.273480626696362,5.9508404349299635,6.271928094887357,pre_miRNA
URS0000AEF85E/Eubacterium,1.9714132784592944,3.1944653520516666,3.980460168557137,4.587694664470843,5.117195617251966,pre_miRNA
URS00006CB858/Streptomyces,1.8608911368898944,3.6018463223804313,5.101798041898903,5.793537473437407,6.031272888738044,pre_miRNA
URS0000B04871/Nitrosomonas,1.9372494333173327,2.5826575724899494,2.640755829999266,2.700268545832344,2.701603764700854,pre_miRNA
URS00006E654D/Sphingomonas,1.8753943058340432,3.5769432969161503,5.06404537194187,5.990272895264172,6.515801067856487,pre_miRNA
URS00006F7857/Sphingomonas,1.8526273647582014,3.629120537466767,5.045611672880437,5.9279099018611845,6.251014329842811,pre_miRNA
URS00006FF92D/Syntrophobotulus,1.9117916065987244,3.7906171918454015,5.235952014043713,5.867772846491986,6.14214722366454,pre_miRNA
URS000070118B/Desulfovibrio,1.9475527391059606,3.259841932323206,4.286809712375758,4.979611764794021,5.441751126770316,pre_miRNA
URS0000708DA4/Clostridium,1.9992545494588163,3.9493585500718136,5.322847859474411,6.024039318465194,6.320888851350189,pre_miRNA
URS0000702BED/Sphingomonas,1.8294123901773505,3.4748559367986944,4.91824269102485,5.843756241182471,6.382517114501305,pre_miRNA
URS0000710BFC/Desulfitobacterium,1.9891157079707817,3.7426675869425448,5.080985723749145,5.73411648564092,5.986425874087828,pre_miRNA
URS000070E1D1/Streptomyces,1.902622836862053,3.6948250150527873,5.129173311221772,5.942390840629387,6.188864462772827,pre_miRNA
URS0000711607/Sphingomonas,1.8552181260918006,3.6297141129751616,5.140924804764552,6.092173099525903,6.503783493486167,pre_miRNA
URS00007200E3/Sphingomonas,1.8491980079423675,3.5730183836157146,4.924205105428353,5.854206527656228,6.295688357606447,pre_miRNA
URS0000B2061E/Aeromonas,1.9418519758319355,3.331965684075139,4.122235291445094,4.649216677851494,5.12145632062559,pre_miRNA
URS0000B87145/Azospirillum,1.9401581518863378,3.2482007604438734,4.106206295607113,4.713034617999121,5.277167494096163,pre_miRNA
URS000064D943/Hoeflea,1.9105469958473145,3.622787082635711,4.962606571411361,5.707852465371193,6.098115909641827,pre_miRNA
URS000085DF8E/Thiomonas,1.914059266392092,3.0185622451883707,3.4287212922310695,3.5449441298107764,3.606061990515487,pre_miRNA
URS0000EE0D8E/Methylosinus,1.9434855218089675,3.218010399189922,4.185645786191661,4.871345151559067,5.388344697390004,pre_miRNA
URS0000EE5BFD/Rhizobium,1.9443643106620228,3.3330463887096387,4.268892486145719,4.898540237074004,5.4040650162777695,pre_miRNA
URS000168884C/Bradyrhizobium,1.8978888415543662,3.1782265823183553,3.898930301401114,4.478525247949052,5.038037059313553,pre_miRNA
URS00019CAB74/Hoeflea,1.9393201099940893,3.7362164566416487,5.080735677672437,5.727147149196293,6.076787774694359,pre_miRNA
URS00019D3619/Paenibacillus,1.9433784214073258,3.0995194002771416,3.979301875666583,4.522781999573926,4.902805473874358,pre_miRNA
URS0001D405D3/Novosphingobium,1.8774682879978284,3.4475972287210492,4.77458221848304,5.441089938851826,5.895920098022601,pre_miRNA
URS0001D59180/Novosphingobium,1.866456380236221,3.427767818843017,4.7597854710274685,5.449584685405562,5.89889785249081,pre_miRNA
URS0001D83F4C/Novosphingobium,1.9207768507893013,3.514051332228545,4.779238617440161,5.5363888824581355,5.968099465498564,pre_miRNA
URS0001EE224C/Mucilaginibacter,1.893463951627805,3.6932204571557383,5.116115237818326,5.783549936406086,6.014997302659258,pre_miRNA
URS0001FAD0CE/Novosphingobium,1.9240267936978097,3.5010084072724794,4.919021627460451,5.539789207186014,5.907140190610148,pre_miRNA
URS00020B3722/Rhizobacter,1.950200788698329,3.738244156314774,5.173913140418142,5.832784624056921,6.079538949531787,pre_miRNA
URS000218FA5D/Geodermatophilus,1.8384295813969564,3.579415258010194,5.027888376791202,5.881703833780846,6.191701854736466,pre_miRNA
URS0002191314/Nocardioides,1.915248526710747,3.7480628698612115,5.317502082075913,5.888303562766164,6.079979171431824,pre_miRNA
URS00021A5510/Sphingomonas,1.8537390785225685,3.6063714491907968,4.935002763001483,5.762980205811214,6.117627780662392,pre_miRNA
URS00021B3E0C/Burkholderia,1.9173559670192444,2.641363841296679,2.6417156942054745,2.6422401472745785,2.6429446226805036,pre_miRNA
URS00021B574C/Sphingopyxis,1.7842863910390103,3.4455859413679315,4.798888111055638,5.73999091739217,6.16521578905343,pre_miRNA
URS00021B6D5D/Frigoribacterium,1.8136777895076397,3.4828067016752753,4.897883316941906,5.708558023713833,6.1013452575208476,pre_miRNA
URS00021BBCF7/Sphingomonas,1.871252836340987,3.6527836324084513,5.133029590014909,6.244999224615152,6.607789581884231,pre_miRNA
URS00021C4435/Sphingopyxis,1.833359147930659,3.5206125024443833,4.966248772998009,5.787546369312474,6.1937066151672155,pre_miRNA
URS00021C6515/Sphingomonas,1.848578206761113,3.6594618413059514,5.188288449194768,6.141914520155983,6.589416879844142,pre_miRNA
URS00021CDBAD/Sphingopyxis,1.8665038357532733,3.572456499830442,4.99315217236145,5.86611181466656,6.346528337251336,pre_miRNA
URS00021D0566/Allostreptomyces,1.8230495016162371,3.481077147117403,4.780719993079696,5.648009261930201,6.062492001110313,pre_miRNA
URS00021D1193/Longimicrobium,1.9012212662910122,3.6917390623941375,5.196629801657279,6.006277259590759,6.20184123230257,pre_miRNA
URS00021D67C7/Microbacterium,1.8820451081368619,3.6611320085214034,5.159017018794101,6.085229077009513,6.277613436819124,pre_miRNA
URS00021DCD2B/Frigoribacterium,1.7602936901099087,3.219521115341683,4.585903293684773,5.579387623909485,6.104443620445361,pre_miRNA
URS00021DD87A/Arthrobacter,1.8463960959206025,3.601099152786775,4.981063405588472,5.742155997455595,6.055663132640484,pre_miRNA
URS00021E8BB2/Spinactinospora,1.7726852128364856,3.4348184324892133,4.728972140861002,5.593271415218384,6.043568731230686,pre_miRNA
URS00021EA957/Geodermatophilus,1.8034746422919716,3.5164428730363793,5.0122017500764375,5.8044117324781155,6.1822683470095825,pre_miRNA
URS00021EBBE3/Streptomyces,1.9081767272753916,3.6285854325449343,4.84774592837685,5.436511922037248,5.752364563462933,pre_miRNA
URS0002272977/Streptomyces,1.863172374954004,3.554844908363891,4.942079226894547,5.799327156925189,6.182382255944327,pre_miRNA
URS0000AD9947/Acetitomaculum,1.9423845624073652,3.319236682742667,4.206134263730462,4.714696838363661,5.128181078248456,pre_miRNA
URS0000ADE622/Ruminococcus,1.9131231081466045,3.1604600188335983,3.9842345712296328,4.600356755263502,5.107748440964288,pre_miRNA
URS0000AE3423/Pseudobutyrivibrio,1.9423694601768864,3.2556952955175364,4.041294434244619,4.546760887679438,4.972849423775458,pre_miRNA
URS0000AEAAAF/Paenibacillus,1.9071670332945234,3.1778025549137774,4.059872592264399,4.419626483829197,4.70861851054772,pre_miRNA
URS0000AF2612/Pseudobutyrivibrio,1.9131231081466045,3.2551602525524204,4.095287119253154,4.7044676128149305,5.2511853253400425,pre_miRNA
URS0000B0EDE3/Azotobacter,1.925454644666694,2.9555277637015043,3.204182012266337,3.2317274150043125,3.260106234861588,pre_miRNA
URS0000B20B4E/Paracoccus,1.949082295352821,3.2745560558662095,4.192822593870502,4.702319968296436,5.05336216294635,pre_miRNA
URS0000BE12C5/Actinobacteria,1.7747814953012917,3.308036191274607,4.306732207121423,4.852855596281597,5.061482186720775,pre_miRNA
URS0000BE1525/Streptomyces,1.9474776902922422,3.710708481062383,5.011206750423748,5.6767336819377725,5.980733034997635,pre_miRNA
URS0000BE1B66/Sphingomonas,1.7877508647740854,3.52613312742888,4.944824737056593,5.777495960632317,6.215069011092754,pre_miRNA
URS0000BE2761/Actinoplanes,1.8365948460450339,3.5668670534355957,4.797403719351045,5.577202626207862,5.978055907333272,pre_miRNA
URS0000BE28D6/Streptomyces,1.835730268353037,3.6428542123187584,5.179627120071684,5.939794830428202,6.208479141939178,pre_miRNA
URS0000BE2F54/Sphingomonas,1.7985834009517645,3.4836510711722544,4.873049946850829,5.6449692505126645,6.0032583347756505,pre_miRNA
URS0000BE361E/Sphingomonas,1.8614657149943865,3.634873333365938,5.151895371261807,6.056137554335415,6.511303590831964,pre_miRNA
URS0000BE3835/Curtobacterium,1.8300517108043621,3.522521638291953,4.9506257117052215,5.906092579735363,6.327909901861181,pre_miRNA
URS0000BE5020/Sphingomonas,1.833105772290664,3.5307088193442553,4.865675262485106,5.738342782439463,6.155548692057128,pre_miRNA
URS0000BE5F59/Sphingomonas,1.8688870995294167,3.6796157774258367,5.216635958202468,6.166511729996728,6.524145596079849,pre_miRNA
URS0000BE62E7/Sphingomonas,1.8692860618098637,3.6686937154407686,5.1990405094491035,6.116628820110372,6.532665279941237,pre_miRNA
URS0000BE6429/Sphingomonas,1.8569575623035193,3.6550539908153543,5.233234434122133,6.12217107512553,6.482637435695261,pre_miRNA
URS0000BE6735/Sphingomonas,1.8544504934480015,3.603342749233104,5.1049169290302485,5.980868126725868,6.418912081901267,pre_miRNA
URS0000BE781E/Sphingomonas,1.9039582385966478,3.7478350081325122,5.0672642140122885,5.759166717361714,6.132671533385448,pre_miRNA
URS0000BE79F2/Sphingomonas,1.8063127204946765,3.5321284887094175,4.93880079723085,5.877564284943829,6.338903210966856,pre_miRNA
URS0000BE7B71/Sphingomonas,1.8544194360366402,3.6012103403868245,5.0308693144515235,5.8690483783770215,6.228038932945218,pre_miRNA
URS0000BE82D5/Bradyrhizobium,1.9184392813965583,3.7463894269808957,5.145647368595543,5.919443824176215,6.223580624294539,pre_miRNA
URS0000BE9662/Sphingopyxis,1.845073960192917,3.5915382234278446,5.028213401828789,5.759943428983954,6.173173316863034,pre_miRNA
URS0000BE9AD0/Sphingomonas,1.820879745078416,3.5405070991883703,4.98774711688923,5.833798364390921,6.282852146288546,pre_miRNA
URS0000BEAFF2/Deinococcus,1.9925428763224335,3.882857176318514,5.384693010583728,6.0435537065883205,6.246928094887356,pre_miRNA
URS0000BEB739/Anaerosporomusa,1.9856273782588296,3.830888202762976,5.268319292767693,6.003055907333271,6.227831381088498,pre_miRNA
URS0000BEB76A/Sphingomonas,1.8153862656497717,3.5768576723810184,5.060310751980055,5.942092983541154,6.341700787970692,pre_miRNA
URS0000BEBBB1/Sphingomonas,1.8352168490951226,3.502824692361507,4.994686984506005,5.851904869603345,6.352490161774767,pre_miRNA
URS0000BEC6A5/Sphingomonas,1.838956354544964,3.642200456448879,5.144332737704215,5.913013971227437,6.340069011092755,pre_miRNA
URS0000BECEE6/Sphingomonas,1.8515652764866086,3.60433920773611,5.1584542666459505,6.082510270963305,6.45349081844537,pre_miRNA
URS0000BED9F9/Deinococcus,1.917362493832703,3.7369001931854315,5.013199827620865,5.86805697865961,6.014997302659255,pre_miRNA
URS0000BEDF5C/Sphingomonas,1.8624221286525107,3.6103042347023857,5.121633092291262,5.9946515816760035,6.383856189774738,pre_miRNA
URS0000BEE2C5/Methylobacterium,1.8685495065295221,3.665125757492543,5.1784760329809325,6.131025838690179,6.526017645233247,pre_miRNA
URS0000BEE9FA/Sphingomonas,1.805824814135181,3.5554749586711587,5.052706699178756,6.0411349952256,6.345610424011262,pre_miRNA
URS0000BEF037/Sphingomonas,1.7797534960182315,3.4795741961429862,4.7989835283929105,5.7190645576622465,6.158519762996334,pre_miRNA
URS0000BF096B/Sphingomonas,1.7623032799686076,3.373305550845771,4.776586819160257,5.687239388445062,6.1604324225736224,pre_miRNA
URS0000BF0A88/Sphingomonas,1.9005098795545146,3.717021817105674,5.293578091969283,6.073621288502802,6.425186429662996,pre_miRNA
URS0000BF12CF/Microbacterium,1.8867250129572541,3.574331715175608,4.995981998621198,5.7933726879896765,6.071928094887358,pre_miRNA
URS0000BF40F4/Streptomyces,1.8278507257347179,3.488475478599089,4.887078467178801,5.669320066295377,5.960829351489997,pre_miRNA
URS0000BF48FD/Streptomyces,1.8818114550775689,3.671040499668831,5.17110567571921,5.92192809488736,6.2531478367846995,pre_miRNA
URS0000BF526C/Sphingomonas,1.8392568581476934,3.581670505535094,5.029442381066009,5.873839809200309,6.191806865449652,pre_miRNA
URS0000BF6027/Kocuria,1.8631524236525796,3.627774523012058,5.054178994279855,5.893111720503556,6.211210541203451,pre_miRNA
URS0000BF6D1B/Tetrasphaera,1.8754818844150722,3.629320825246091,5.1212059137042125,6.037311520756812,6.3685225277282145,pre_miRNA
URS0000BF7A47/Mobilicoccus,1.816623279801002,3.5310734387318616,4.924277255798653,5.833523380806728,6.277952109328105,pre_miRNA
URS0000BF7F0C/Novosphingobium,1.8784668519091396,3.6831352795211965,5.139424167488162,5.856219759565306,6.145235428705385,pre_miRNA
URS0000BF837D/Oerskovia,1.8183327112437668,3.607413463938104,5.073913212347579,5.793372687989675,6.087492001110314,pre_miRNA
URS0000BFADF4/Sphingomonas,1.811479654746425,3.5263842649971617,4.892120876408301,5.739442765976394,6.222080354484416,pre_miRNA
URS0000BFB0F6/Arsenicicoccus,1.9501213046861536,3.8040121107363976,5.294528589760458,6.026807588956897,6.218275843086428,pre_miRNA
URS0000BFC365/Streptomyces,1.839984791336502,3.630938892699639,4.994253834595877,5.728618212707742,6.112492001110313,pre_miRNA
URS0000BFC90D/Litoreibacter,1.9013232059229814,3.7305738273193354,5.329498261293897,6.165450343342838,6.436605434317896,pre_miRNA
URS0000BFC939/Sphingomonas,1.8643401167688323,3.6234412882018208,5.049521993878521,5.897723492008171,6.324089259690608,pre_miRNA
URS0000BFDA12/Sphingopyxis,1.8137443162164433,3.517559270289426,5.028018558034144,5.896854127982897,6.240218243074192,pre_miRNA
